utt,intent,partition
give me a joke about horses,tell_joke,train
rename yourself to betty,change_ai_name,train
can i call you betty,change_ai_name,train
rename bob to betty,change_ai_name,train
is there a way to change your name to betty,change_ai_name,train
i will call you zander,change_ai_name,train
please change the name of you to tim,change_ai_name,train
can you change the name of what you respond to,change_ai_name,train
change the name of your system,change_ai_name,train
make changes to the name of the ai,change_ai_name,train
revise the ai name,change_ai_name,train
alter the name given to the ai,change_ai_name,train
change the ai name to a new one,change_ai_name,train
make a new name for the ai,change_ai_name,train
change your name to something funny,change_ai_name,train
from now your new name will be lord vader,change_ai_name,train
from now on im going to call you ishmael,change_ai_name,train
im going to start calling you kobe now,change_ai_name,train
from now on your name will be buttercup,change_ai_name,train
i want to change your name to theodore,change_ai_name,train
change your name setting to plato,change_ai_name,train
from here on youll be responding to the name captain black,change_ai_name,train
your name from this point forward is george,change_ai_name,train
i hereby rename you felix,change_ai_name,train
how do i change the name you came with to something else,change_ai_name,train
what other names can i give you,change_ai_name,train
i want to change your name to another name,change_ai_name,train
i need to change your name do you have a new name that you like,change_ai_name,train
i would like to change your name to a different one,change_ai_name,train
i will call you cap,change_ai_name,train
your name is roman,change_ai_name,train
x will be your name,change_ai_name,train
your name will be queen,change_ai_name,train
i am going to address you as my own name,change_ai_name,train
will you answer if i call you lexi,change_ai_name,train
i would like you to think of yourself as machine and answer when i say your name as such,change_ai_name,train
do you mind if call you nikolai,change_ai_name,train
id like to refer to you as my house from now on,change_ai_name,train
may i start referring to you as jeff,change_ai_name,train
please respond to me when i reference skynet,change_ai_name,train
i want to start calling you bob,change_ai_name,train
please open a call to my mother,change_ai_name,train
is it okay if i change your name to mud,change_ai_name,train
can i begin calling you dave,change_ai_name,train
is it alright with you if i call you scarlet,change_ai_name,train
please change the ai name,change_ai_name,train
change the ai name,change_ai_name,train
please change the ai name for me,change_ai_name,train
i gotta change your name to remy,change_ai_name,train
id like to change the ai name,change_ai_name,train
i must change your name to amanda,change_ai_name,train
i want you to change the ai name,change_ai_name,train
i want change your name to russ,change_ai_name,train
i wanna change your name to audrey,change_ai_name,train
i need to change your name to ben,change_ai_name,train
i want to set your name to gaffigan,change_ai_name,train
i want your new name to be joshua,change_ai_name,train
i will call you jimbo from now on,change_ai_name,train
set your name to hillary,change_ai_name,train
can i call you dave,change_ai_name,train
i want your name to be samantha now,change_ai_name,train
i want to change the name i call you to juan,change_ai_name,train
you need to respond to a new name called joey,change_ai_name,train
change your name to ginger,change_ai_name,train
change your settings so that your respond to the name marion,change_ai_name,train
let me call you fred,change_ai_name,train
you will be called rose from now on,change_ai_name,train
let me change your name to dina,change_ai_name,train
i think bradley is a better name for you,change_ai_name,train
can we change your name to lisa,change_ai_name,train
i would like to call you andre 3000,change_ai_name,train
x is your new nickname,change_ai_name,train
if i may id like to call you slave,change_ai_name,train
x is what i am calling you now,change_ai_name,train
can i change your name,change_ai_name,train
can i make your name different,change_ai_name,train
lets change what you respond to,change_ai_name,train
can i call you something else,change_ai_name,train
id like to use another name for you,change_ai_name,train
can i change your name to buttercup,change_ai_name,train
i would like to change your name to eli,change_ai_name,train
could i please change your name to alicia,change_ai_name,train
i want to change your name to emma,change_ai_name,train
i am wanting to change your name to felix,change_ai_name,train
i want to update you name now,change_ai_name,train
i want to update you name,change_ai_name,train
i want to update you name please,change_ai_name,train
i want to change your name,change_ai_name,train
i want to change your name please,change_ai_name,train
can i refer to you as mike from here on out,change_ai_name,train
can i change your name please,change_ai_name,train
im going to start calling you alice,change_ai_name,train
can i start calling you chris,change_ai_name,train
can i call you lucy from now on,change_ai_name,train
im calling you rupert from now on,change_ai_name,train
can i change your name to bob,change_ai_name,train
can you go by a different name,change_ai_name,train
can i refer to you as liz,change_ai_name,train
i want to start calling you marie,change_ai_name,train
can i rename you,change_ai_name,train
how can i change your name,change_ai_name,train
what is your birthday again,how_old_are_you,train
how many years on the earth,how_old_are_you,train
what year were you born,how_old_are_you,train
how many days old are you,how_old_are_you,train
when were you created,how_old_are_you,train
what date were you created on,how_old_are_you,train
when did you come to exist,how_old_are_you,train
how many years do you have,how_old_are_you,train
id like to know how old you are,how_old_are_you,train
can you tell me how old you are,how_old_are_you,train
