id,utt,intent,partition
15113,i don't want this phone synced any more,sync_device,train
15114,desync from my iphone,sync_device,train
15115,please immediately disconnect this mobile,sync_device,train
15116,establish a connection to my phone,sync_device,train
15117,my phone needs to be unsynced now,sync_device,train
15118,could you unsync my phone please,sync_device,train
15119,you can unsync from my phone now,sync_device,train
15120,disconnect from my phone please,sync_device,train
15121,please unsync phone from phone from home system,sync_device,train
15122,i must disconnect from my phone,sync_device,train
15123,go and disconnect from my phone,sync_device,train
15124,you must connect to my phone,sync_device,train
15125,please connect to my phone,sync_device,train
15126,you have to connect to my phone,sync_device,train
15127,go ahead and disconnect from my phone,sync_device,train
15128,i wanna disconnect from my phone,sync_device,train
15129,i need to disconnect from my phone,sync_device,train
15130,you need to connect to my phone,sync_device,train
15131,go ahead and connect to my phone,sync_device,train
15132,get connected to my phone,sync_device,train
15133,i want for you to connect to my phone,sync_device,train
15134,disconnect from my phone for me,sync_device,train
15135,would you disconnect from my phone,sync_device,train
15136,help me to disconnect from my phone,sync_device,train
15137,would you connect to my phone,sync_device,train
15138,i need for you to connect to my phone,sync_device,train
15139,i need you to disconnect from my phone,sync_device,train
15140,i want for you to disconnect from my phone,sync_device,train
15141,connect to my phone for me,sync_device,train
15142,mind connecting to my phone,sync_device,train
15143,connect with my phone please,sync_device,train
15144,can you link to my phone,sync_device,train
15145,will you connect to my phone,sync_device,train
15146,please disconnect from my phone,sync_device,train
15147,please connect with my phone,sync_device,train
15148,please unsync from my phone,sync_device,train
15149,pair with my smart phone,sync_device,train
15150,i want you to disconnect from my phone,sync_device,train
15151,unsync from my phone,sync_device,train
15152,please connect with my smart phone,sync_device,train
15153,"disconnect from my phone now, please",sync_device,train
15154,could you connect to my phone,sync_device,train
15155,"can you connect to my phone, please",sync_device,train
15156,"disconnect from my phone, please",sync_device,train
15157,"could you connect to my phone, please",sync_device,train
15158,"can you connect with my phone, please",sync_device,train
15159,"could you connect with my phone, please",sync_device,train
15160,pair my phone please,sync_device,train
15161,pair with my phone please,sync_device,train
15162,with my phone please pair,sync_device,train
15163,pair with my phone,sync_device,train
15164,would you unsync the phone now please,sync_device,train
15165,unsync my phone now please,sync_device,train
15166,how can i unsync my phone,sync_device,train
15167,go ahead an unsync my phone now,sync_device,train
15168,unsync my phone,sync_device,train
15169,please remove the phone's sync,sync_device,train
15170,remove the sync from my phone,sync_device,train
15171,please unsync my phone,sync_device,train
15172,desync from my phone,sync_device,train
15173,can we pair this with my new phone,sync_device,train
15174,i would like to pair this with my new phone,sync_device,train
15175,i am going to go ahead and pair this with my new phone,sync_device,train
15176,lets pair this with my new phone,sync_device,train
15177,i need to pair this with my phone,sync_device,train
15178,use my phone and connect please,sync_device,train
15179,would you please pair with my phone,sync_device,train
15180,"initiate connection with my phone, please",sync_device,train
15181,please begin pairing with my phone,sync_device,train
15182,will you please end the connection to my phone,sync_device,train
15183,you can disconnect from my phone now,sync_device,train
15184,stop the connection with my phone,sync_device,train
15185,let's terminate connection to my phone please,sync_device,train
15186,i want you to connect using my phone,sync_device,train
15187,i want to disconnect the current connection to my phone,sync_device,train
15188,disconnect from my phone now,sync_device,train
15189,disconnect from my phone,sync_device,train
15190,i'd like you to disconnect from my phone,sync_device,train
15191,do you think you could disconnect from my phone,sync_device,train
15192,can you disconnect from my phone,sync_device,train
15193,please get off my phone,sync_device,train
15194,are you able to get into my phone at the moment,sync_device,train
15195,can you get access to my phone right now,sync_device,train
15196,do you have access to my phone,sync_device,train
15197,are you able to link to my phone,sync_device,train
15198,is my phone connectable right now,sync_device,train
15199,quickly disconnect the phone,sync_device,train
15200,"you have been a big help, thank you so much",thank_you,train
15201,"i appreciate your help, thank you",thank_you,train
